�ð�,1�����ǳ��,10�����ǳ��
2021-08-17 7:42,239.5,251
2021-08-17 7:52,285.8,242
2021-08-17 8:02,278.4,291
2021-08-17 8:12,272.8,299
2021-08-17 8:22,289.9,268
2021-08-17 8:32,307.1,279
2021-08-17 8:42,300.7,297
2021-08-17 8:52,294.8,294
2021-08-17 9:02,299.8,292
2021-08-17 9:12,259.9,291
2021-08-17 9:22,278.7,267
2021-08-17 9:32,266.4,271
2021-08-17 9:42,229.5,250
2021-08-17 9:52,322.7,247
2021-08-17 10:02,68.9,348
2021-08-17 10:12,45,64
2021-08-17 10:22,53.4,52
2021-08-17 10:32,52.4,52
2021-08-17 10:42,116.4,53
2021-08-17 10:52,75.6,94
2021-08-17 11:02,86.1,68
2021-08-17 11:12,118.3,88
2021-08-17 11:22,108,116
2021-08-17 11:32,89.3,104
2021-08-17 11:42,76.5,88
2021-08-17 11:52,74.6,77
2021-08-17 12:02,75,75
2021-08-17 12:12,75,73
2021-08-17 12:22,71.1,73
2021-08-17 12:32,72.1,73
2021-08-17 12:42,74,73
2021-08-17 12:52,68.1,73
2021-08-17 13:02,66.2,72
2021-08-17 13:12,76.9,71
2021-08-17 13:22,69,74
2021-08-17 13:32,68,68
2021-08-17 13:42,66,69
2021-08-17 13:52,68.8,69
2021-08-17 14:02,57.1,62
2021-08-17 14:12,59.5,63
2021-08-17 14:22,71,62
2021-08-17 14:32,76,68
2021-08-17 14:42,74,73
2021-08-17 14:52,70,71
2021-08-17 15:02,53,69
2021-08-17 15:12,35,40
2021-08-17 15:22,53,44
2021-08-17 15:32,53,52
2021-08-17 15:42,35,49
2021-08-17 15:52,50,42
2021-08-17 16:02,59,51
2021-08-17 16:12,50.7,49
2021-08-17 16:22,44,51
2021-08-17 16:32,52,54
2021-08-17 16:42,51,54
2021-08-17 16:52,48,52
2021-08-17 17:02,49,56
2021-08-17 17:12,45,46
2021-08-17 17:22,51.9,48
2021-08-17 17:32,38,45
2021-08-17 17:42,38,47
2021-08-17 17:52,57.8,53
2021-08-17 18:02,37,40
2021-08-17 18:12,27.3,38
2021-08-17 18:22,14,27
2021-08-17 18:32,60,32
2021-08-17 18:42,31.6,54
2021-08-17 18:52,66,43
2021-08-17 19:02,47,63
2021-08-17 19:12,63,49
2021-08-17 19:22,345.9,41
2021-08-17 19:32,14,29
2021-08-17 19:42,65,34
2021-08-17 19:52,336,51
2021-08-17 20:02,13,2
2021-08-17 20:12,37,16
2021-08-17 20:22,63,35
2021-08-17 20:32,81,58
2021-08-17 20:42,62,59
2021-08-17 20:52,25,47
2021-08-17 21:02,40,37
2021-08-17 21:12,76,43
2021-08-17 21:22,14.1,54
2021-08-17 21:32,1.7,39
2021-08-17 21:42,44,8
2021-08-17 21:52,46,51
2021-08-17 22:02,44,54
2021-08-17 22:12,43,40
2021-08-17 22:22,51,36
2021-08-17 22:32,304,30
2021-08-17 22:42,301,332
2021-08-17 22:52,255,293
2021-08-17 23:02,202,274
2021-08-17 23:12,269.8,231
2021-08-17 23:22,241,246
2021-08-17 23:32,265,253
2021-08-17 23:42,298,277
2021-08-17 23:52,271,308
2021-08-18 0:02,290,289
2021-08-18 0:12,232,271
2021-08-18 0:22,248,242
2021-08-18 0:32,248,248
2021-08-18 0:42,253,249
2021-08-18 0:52,266,255
2021-08-18 1:02,278,258
2021-08-18 1:12,258,258
2021-08-18 1:22,278,266
2021-08-18 1:32,289,277
2021-08-18 1:42,295,265
2021-08-18 1:52,253,266
2021-08-18 2:02,253,253
2021-08-18 2:12,260,256
2021-08-18 2:22,257,267
2021-08-18 2:32,265.2,257
2021-08-18 2:42,271.6,257
2021-08-18 2:52,243,262
2021-08-18 3:02,259,248
2021-08-18 3:12,270,258
2021-08-18 3:22,245,254
2021-08-18 3:32,238,252
2021-08-18 3:42,241,249
2021-08-18 3:52,67,247
2021-08-18 4:02,354.9,8
2021-08-18 4:12,301,19
2021-08-18 4:22,276,305
2021-08-18 4:32,315,297
2021-08-18 4:42,258,310
2021-08-18 4:52,266,263
2021-08-18 5:02,303,255
2021-08-18 5:12,286,290
2021-08-18 5:22,265,292
2021-08-18 5:32,314,294
2021-08-18 5:42,311,306
2021-08-18 5:52,265,317
2021-08-18 6:02,12,270
2021-08-18 6:12,346.9,11
2021-08-18 6:22,44,39
2021-08-18 6:32,27,39
2021-08-18 6:42,5,37
2021-08-18 6:52,49,19
2021-08-18 7:02,15,26
2021-08-18 7:12,345,360
2021-08-18 7:22,310,15
2021-08-18 7:32,314,320
2021-08-18 7:42,56,330
2021-08-18 7:52,52,348
2021-08-18 8:02,49,32
2021-08-18 8:12,317,8
2021-08-18 8:22,295,306
2021-08-18 8:32,274,301
2021-08-18 8:42,278,283
2021-08-18 8:52,252,269
2021-08-18 9:02,275,255
2021-08-18 9:12,287,287
2021-08-18 9:22,260,287
2021-08-18 9:32,252,277
2021-08-18 9:42,261,263
2021-08-18 9:52,226,262
2021-08-18 10:02,324,235
2021-08-18 10:12,288,291
2021-08-18 10:22,358,239
2021-08-18 10:32,47,353
2021-08-18 10:42,51,43
2021-08-18 10:52,63,54
2021-08-18 11:02,54,58
2021-08-18 11:12,51,58
2021-08-18 11:22,50,55
2021-08-18 11:32,53,54
2021-08-18 11:42,29,55
2021-08-18 11:52,59,53
2021-08-18 12:02,35,55
2021-08-18 12:12,57,57
2021-08-18 12:22,47,49
2021-08-18 12:32,53,49
2021-08-18 12:42,40,47
2021-08-18 12:52,40,40
2021-08-18 13:02,58,46
2021-08-18 13:12,59,51
2021-08-18 13:22,49,54
2021-08-18 13:32,37,52
2021-08-18 13:42,29,56
2021-08-18 13:52,53,49
2021-08-18 14:02,61,50
2021-08-18 14:12,49,49
2021-08-18 14:22,58,45
2021-08-18 14:32,46,50
2021-08-18 14:42,67,45
2021-08-18 14:52,59,57
2021-08-18 15:02,46,57
2021-08-18 15:12,52,50
2021-08-18 15:22,67,56
2021-08-18 15:32,59,49
2021-08-18 15:42,66,58
2021-08-18 15:52,54,54
2021-08-18 16:02,52,53
2021-08-18 16:12,57,46
2021-08-18 16:22,47,51
2021-08-18 16:32,55,47
2021-08-18 16:42,46,48
2021-08-18 16:52,63,52
2021-08-18 17:02,68,63
2021-08-18 17:12,72,72
2021-08-18 17:22,69,72
2021-08-18 17:32,62,71
2021-08-18 17:42,69,71
2021-08-18 17:52,71,70
2021-08-18 18:02,77,70
2021-08-18 18:12,70,72
2021-08-18 18:22,71,69
2021-08-18 18:32,72,69
2021-08-18 18:42,69,70
2021-08-18 18:52,63,71
2021-08-18 19:02,72,70
2021-08-18 19:12,74,70
2021-08-18 19:22,70,71
2021-08-18 19:32,72,69
2021-08-18 19:42,73,73
2021-08-18 19:52,74,73
2021-08-18 20:02,78,72
2021-08-18 20:12,74,75
2021-08-18 20:22,67,71
2021-08-18 20:32,75,70
2021-08-18 20:42,58,69
2021-08-18 20:52,49,55
2021-08-18 21:02,56,64
2021-08-18 21:12,61,66
2021-08-18 21:22,62,69
2021-08-18 21:32,62,50
2021-08-18 21:42,54,52
2021-08-18 21:52,17,59
2021-08-18 22:02,53,48
2021-08-18 22:12,13,43
2021-08-18 22:22,8,19
2021-08-18 22:32,35,31
2021-08-18 22:42,52,19
2021-08-18 22:52,34,42
2021-08-18 23:02,37,42
2021-08-18 23:12,11,30
2021-08-18 23:22,39,31
2021-08-18 23:32,47,30
2021-08-18 23:42,55,30
2021-08-18 23:52,55,36
2021-08-19 0:02,33,40
2021-08-19 0:12,53,31
2021-08-19 0:22,34,45
2021-08-19 0:32,39,31
2021-08-19 0:42,12,12
2021-08-19 0:52,11,33
2021-08-19 1:02,54,41
2021-08-19 1:12,358,31
2021-08-19 1:22,32,29
2021-08-19 1:32,44,43
2021-08-19 1:42,43,38
2021-08-19 1:52,64,40
2021-08-19 2:02,37,47
2021-08-19 2:12,39,39
2021-08-19 2:22,24,37
2021-08-19 2:32,63,50
2021-08-19 2:42,42,55
2021-08-19 2:52,35,37
2021-08-19 3:02,337,48
2021-08-19 3:12,315,17
2021-08-19 3:22,315,341
2021-08-19 3:32,266,322
2021-08-19 3:42,328,298
2021-08-19 3:52,349,327
2021-08-19 4:02,354,341
2021-08-19 4:12,336,8
2021-08-19 4:22,352,11
2021-08-19 4:32,59,5
2021-08-19 4:42,357,21
2021-08-19 4:52,66,18
2021-08-19 5:02,16,32
2021-08-19 5:12,332,35
2021-08-19 5:22,22,5
2021-08-19 5:32,34,9
2021-08-19 5:42,7,20
2021-08-19 5:52,39,12
2021-08-19 6:02,38,21
2021-08-19 6:12,52,29
2021-08-19 6:22,39,46
2021-08-19 6:32,14,27
2021-08-19 6:42,6,20
2021-08-19 6:52,39,17
2021-08-19 7:02,37,27
2021-08-19 7:12,19,43
2021-08-19 7:22,344,6
2021-08-19 7:32,1,358
2021-08-19 7:42,33,6
2021-08-19 7:52,59,16
2021-08-19 8:02,22,47
2021-08-19 8:12,2,42
2021-08-19 8:22,38,44
2021-08-19 8:32,49,36
2021-08-19 8:42,40,43
2021-08-19 8:52,37,50
2021-08-19 9:02,63,51
2021-08-19 9:12,33,57
2021-08-19 9:22,51,44
2021-08-19 9:32,19,39
2021-08-19 9:42,48,22
2021-08-19 9:52,334,56
2021-08-19 10:02,45,14
2021-08-19 10:12,78,23
2021-08-19 10:22,91,67
2021-08-19 10:32,79,82
2021-08-19 10:42,73,80
2021-08-19 10:52,77,77
2021-08-19 11:02,64,71
2021-08-19 11:12,70,63
2021-08-19 11:22,46,62
2021-08-19 11:32,6,32
2021-08-19 11:42,3,17
2021-08-19 11:52,42,5
2021-08-19 12:02,44,6
2021-08-19 12:12,66,33
2021-08-19 12:22,30,45
2021-08-19 12:32,50,31
2021-08-19 12:42,52,52
2021-08-19 12:52,45,48
2021-08-19 13:02,34,57
2021-08-19 13:12,32,42
2021-08-19 13:22,39,51
2021-08-19 13:32,54,53
2021-08-19 13:42,70,65
2021-08-19 13:52,45,66
2021-08-19 14:02,36,57
2021-08-19 14:12,71,53
2021-08-19 14:22,63,64
2021-08-19 14:32,45,54
2021-08-19 14:42,20,52
2021-08-19 14:52,34,47
2021-08-19 15:02,34,42
2021-08-19 15:12,2,44
2021-08-19 15:22,32,34
2021-08-19 15:32,59,20
2021-08-19 15:42,49,54
2021-08-19 15:52,15,51
2021-08-19 16:02,48,38
2021-08-19 16:12,53,36
2021-08-19 16:22,42,48
2021-08-19 16:32,24,45
2021-08-19 16:42,53,41
2021-08-19 16:52,332,43
2021-08-19 17:02,39,8
2021-08-19 17:12,357,12
2021-08-19 17:22,351,8
2021-08-19 17:32,52,15
2021-08-19 17:42,66,20
2021-08-19 17:52,333,24
2021-08-19 18:02,350,339
2021-08-19 18:12,348,2
2021-08-19 18:22,46,9
2021-08-19 18:32,33,34
2021-08-19 18:42,24,23
2021-08-19 18:52,343,12
2021-08-19 19:02,324,349
2021-08-19 19:12,322,347
2021-08-19 19:22,222,349
2021-08-19 19:32,251,354
2021-08-19 19:42,327,350
2021-08-19 19:52,4,316
2021-08-19 20:02,49,9
2021-08-19 20:12,7,32
2021-08-19 20:22,337,4
2021-08-19 20:32,340,356
2021-08-19 20:42,327,342
2021-08-19 20:52,19,347
2021-08-19 21:02,354,12
2021-08-19 21:12,352,359
2021-08-19 21:22,37,358
2021-08-19 21:32,312,343
2021-08-19 21:42,310,325
2021-08-19 21:52,312,302
2021-08-19 22:02,316,308
2021-08-19 22:12,315,314
2021-08-19 22:22,317,329
2021-08-19 22:32,259,324
2021-08-19 22:42,262,287
2021-08-19 22:52,241,255
2021-08-19 23:02,290,278
2021-08-19 23:12,285,286
2021-08-19 23:22,300,296
2021-08-19 23:32,308,301
2021-08-19 23:42,320,318
2021-08-19 23:52,304,299
2021-08-20 0:02,291,302
2021-08-20 0:12,308,303
2021-08-20 0:22,288,303
2021-08-20 0:32,279,320
2021-08-20 0:42,268,285
2021-08-20 0:52,284,277
2021-08-20 1:02,298,281
2021-08-20 1:12,316,302
2021-08-20 1:22,300,303
2021-08-20 1:32,286,278
2021-08-20 1:42,285,285
2021-08-20 1:52,292,289
2021-08-20 2:02,263,299
2021-08-20 2:12,264,266
2021-08-20 2:22,293,269
2021-08-20 2:32,264,288
2021-08-20 2:42,267,268
2021-08-20 2:52,290,287
2021-08-20 3:02,280,287
2021-08-20 3:12,289,277
2021-08-20 3:22,258,288
2021-08-20 3:32,283,274
2021-08-20 3:42,281,263
2021-08-20 3:52,272,273
2021-08-20 4:02,266,272
2021-08-20 4:12,286,267
2021-08-20 4:22,278,284
2021-08-20 4:32,251,282
2021-08-20 4:42,240,259
2021-08-20 4:52,276,257
2021-08-20 5:02,259,281
2021-08-20 5:12,251,266
2021-08-20 5:22,253,271
2021-08-20 5:32,295,276
2021-08-20 5:42,299,283
2021-08-20 5:52,296,299
2021-08-20 6:02,255,299
2021-08-20 6:12,301,272
2021-08-20 6:22,304,300
2021-08-20 6:32,282,298
2021-08-20 6:42,254,277
2021-08-20 6:52,256,260
2021-08-20 7:02,258,245
2021-08-20 7:12,251,248
2021-08-20 7:22,278,255
2021-08-20 7:32,241,271
2021-08-20 7:42,252,259
2021-08-20 7:52,229,247
2021-08-20 8:02,291,244
2021-08-20 8:12,261,258
2021-08-20 8:22,93,228
2021-08-20 8:32,143,109
2021-08-20 8:42,133,177
2021-08-20 8:52,232,183
2021-08-20 9:02,240,202
2021-08-20 9:12,205,225
2021-08-20 9:22,172,227
2021-08-20 9:32,248,166
2021-08-20 9:42,157,237
2021-08-20 9:52,211,187
2021-08-20 10:02,204,205
2021-08-20 10:12,273,264
2021-08-20 10:22,103,275
2021-08-20 10:32,208,139
2021-08-20 10:42,310,225
2021-08-20 10:52,344,242
2021-08-20 11:02,306,325
2021-08-20 11:12,134,274
2021-08-20 11:22,127,130
2021-08-20 11:32,136,126
2021-08-20 11:42,117,129
2021-08-20 11:52,128,124
2021-08-20 12:02,122,126
2021-08-20 12:12,125,127
2021-08-20 12:22,131,126
2021-08-20 12:32,134,134
2021-08-20 12:42,136,124
2021-08-20 12:52,125,124
2021-08-20 13:02,111,124
2021-08-20 13:12,99,119
2021-08-20 13:22,91,118
2021-08-20 13:32,138,117
2021-08-20 13:42,102,120
2021-08-20 13:52,118,112
2021-08-20 14:02,129,126
2021-08-20 14:12,127,139
2021-08-20 14:22,130,120
2021-08-20 14:32,137,136
2021-08-20 14:42,123,123
2021-08-20 14:52,219,115
2021-08-20 15:02,176,194
2021-08-20 15:12,134,209
2021-08-20 15:22,178,214
2021-08-20 15:32,210,200
2021-08-20 15:42,228,199
2021-08-20 15:52,175,211
2021-08-20 16:02,174,196
2021-08-20 16:12,206,175
2021-08-20 16:22,203,196
2021-08-20 16:32,167,190
2021-08-20 16:42,241,165
2021-08-20 16:52,223,243
2021-08-20 17:02,146,236
2021-08-20 17:12,151,157
2021-08-20 17:22,56,105
2021-08-20 17:32,238,14
2021-08-20 17:42,242,236
2021-08-20 17:52,275,247
2021-08-20 18:02,236,250
2021-08-20 18:12,339,242
2021-08-20 18:22,274,261
2021-08-20 18:32,238,241
2021-08-20 18:42,279,257
2021-08-20 18:52,276,270
2021-08-20 19:02,281,264
2021-08-20 19:12,356,224
2021-08-20 19:22,274,266
2021-08-20 19:32,256,308
2021-08-20 19:42,254,245
2021-08-20 19:52,313,236
2021-08-20 20:02,314,267
2021-08-20 20:12,256,292
2021-08-20 20:22,313,302
2021-08-20 20:32,302,295
2021-08-20 20:42,313,295
2021-08-20 20:52,315,304
2021-08-20 21:02,305,317
2021-08-20 21:12,311,300
2021-08-20 21:22,291,299
2021-08-20 21:32,250,293
2021-08-20 21:42,169,264
2021-08-20 21:52,313,259
2021-08-20 22:02,299,302
2021-08-20 22:12,247,296
2021-08-20 22:22,304,267
2021-08-20 22:32,301,306
2021-08-20 22:42,298,299
2021-08-20 22:52,269,294
2021-08-20 23:02,282,292
2021-08-20 23:12,277,281
2021-08-20 23:22,260,289
2021-08-20 23:32,285,252
2021-08-20 23:42,297,286
2021-08-20 23:52,349,298
2021-08-21 0:02,290,309
2021-08-21 0:12,329,296
2021-08-21 0:22,314,317
2021-08-21 0:32,9,309
2021-08-21 0:42,324,334
2021-08-21 0:52,301,336
2021-08-21 1:02,310,305
2021-08-21 1:12,300,307
2021-08-21 1:22,279,304
2021-08-21 1:32,285,293
2021-08-21 1:42,263,282
2021-08-21 1:52,267,275
2021-08-21 2:02,278,287
2021-08-21 2:12,295,285
2021-08-21 2:22,304,291
2021-08-21 2:32,272,290
2021-08-21 2:42,244,277
2021-08-21 2:52,252,242
2021-08-21 3:02,245,239
2021-08-21 3:12,262,260
2021-08-21 3:22,310,254
2021-08-21 3:32,331,304
2021-08-21 3:42,328,323
2021-08-21 3:52,250,330
2021-08-21 4:02,328,331
2021-08-21 4:12,4,355
2021-08-21 4:22,81,356
2021-08-21 4:32,61,55
2021-08-21 4:42,34,34
2021-08-21 4:52,300,21
2021-08-21 5:02,307,303
2021-08-21 5:12,294,307
2021-08-21 5:22,236,285
2021-08-21 5:32,290,258
2021-08-21 5:42,283,290
2021-08-21 5:52,334,285
2021-08-21 6:02,245,303
2021-08-21 6:12,299,305
2021-08-21 6:22,347,312
2021-08-21 6:32,317,4
2021-08-21 6:42,307,320
2021-08-21 6:52,311,307
2021-08-21 7:02,310,310
2021-08-21 7:12,285,317
2021-08-21 7:22,355,304
2021-08-21 7:32,295,275
2021-08-21 7:42,287,283
2021-08-21 7:52,260,279
2021-08-21 8:02,286,258
2021-08-21 8:12,61,274
2021-08-21 8:22,73,275
2021-08-21 8:32,95,328
2021-08-21 8:42,43,126
2021-08-21 8:52,354,132
2021-08-21 9:02,269,3
2021-08-21 9:12,264,245
2021-08-21 9:22,245,253
2021-08-21 9:32,234,249
2021-08-21 9:42,251,242
2021-08-21 9:52,238,258
2021-08-21 10:02,248,248
2021-08-21 10:12,252,240
2021-08-21 10:22,251,249
2021-08-21 10:32,261,244
2021-08-21 10:42,248,241
2021-08-21 10:52,250,253
2021-08-21 11:02,239,243
2021-08-21 11:12,227,238
2021-08-21 11:22,244,235
2021-08-21 11:32,272,242
2021-08-21 11:42,242,249
2021-08-21 11:52,234,242
2021-08-21 12:02,249,243
2021-08-21 12:12,247,249
2021-08-21 12:22,219,248
2021-08-21 12:32,239,249
2021-08-21 12:42,265,240
2021-08-21 12:52,220,247
2021-08-21 13:02,284,240
2021-08-21 13:12,130,241
2021-08-21 13:22,257,248
2021-08-21 13:32,247,244
2021-08-21 13:42,264,253
2021-08-21 13:52,278,244
2021-08-21 14:02,246,243
2021-08-21 14:12,245,244
2021-08-21 14:22,244,243
2021-08-21 14:32,249,241
2021-08-21 14:42,238,248
2021-08-21 14:52,236,243
2021-08-21 15:02,237,241
2021-08-21 15:12,252,243
2021-08-21 15:22,256,247
2021-08-21 15:32,259,243
2021-08-21 15:42,258,247
2021-08-21 15:52,270,248
2021-08-21 16:02,244,245
2021-08-21 16:12,251,249
2021-08-21 16:22,257,246
2021-08-21 16:32,236,252
2021-08-21 16:42,211,247
2021-08-21 16:52,260,240
2021-08-21 17:02,241,249
2021-08-21 17:12,251,251
2021-08-21 17:22,250,251
2021-08-21 17:32,227,235
2021-08-21 17:42,234,242
2021-08-21 17:52,240,246
2021-08-21 18:02,237,245
2021-08-21 18:12,246,242
2021-08-21 18:22,253,239
2021-08-21 18:32,263,248
2021-08-21 18:42,238,251
2021-08-21 18:52,251,237
2021-08-21 19:02,244,251
2021-08-21 19:12,219,242
2021-08-21 19:22,89,223
2021-08-21 19:32,222,175
2021-08-21 19:42,230,249
2021-08-21 19:52,89,235
2021-08-21 20:02,145,124
2021-08-21 20:12,138,143
2021-08-21 20:22,61,165
2021-08-21 20:32,263,228
2021-08-21 20:42,170,288
2021-08-21 20:52,233,252
2021-08-21 21:02,139,308
2021-08-21 21:12,233,71
2021-08-21 21:22,234,238
2021-08-21 21:32,254,239
2021-08-21 21:42,174,257
2021-08-21 21:52,316,248
2021-08-21 22:02,265,353
2021-08-21 22:12,250,259
2021-08-21 22:22,249,264
2021-08-21 22:32,283,250
2021-08-21 22:42,224,233
2021-08-21 22:52,280,237
2021-08-21 23:02,282,274
2021-08-21 23:12,262,264
2021-08-21 23:22,265,260
2021-08-21 23:32,254,264
2021-08-21 23:42,280,260
2021-08-21 23:52,250,271
2021-08-22 0:02,257,258
2021-08-22 0:12,251,267
2021-08-22 0:22,195,255
2021-08-22 0:32,262,249
2021-08-22 0:42,232,265
2021-08-22 0:52,239,249
2021-08-22 1:02,208,244
2021-08-22 1:12,245,232
2021-08-22 1:22,283,268
2021-08-22 1:32,269,257
2021-08-22 1:42,270,244
2021-08-22 1:52,272,241
2021-08-22 2:02,281,251
2021-08-22 2:12,326,243
2021-08-22 2:22,315,301
2021-08-22 2:32,331,329
2021-08-22 2:42,305,312
2021-08-22 2:52,303,306
2021-08-22 3:02,231,305
2021-08-22 3:12,235,274
2021-08-22 3:22,321,268
2021-08-22 3:32,259,313
2021-08-22 3:42,294,276
2021-08-22 3:52,259,246
2021-08-22 4:02,285,284
2021-08-22 4:12,309,304
2021-08-22 4:22,281,301
2021-08-22 4:32,305,272
2021-08-22 4:42,292,310
2021-08-22 4:52,313,274
2021-08-22 5:02,277,286
2021-08-22 5:12,305,285
2021-08-22 5:22,290,295
2021-08-22 5:32,270,284
2021-08-22 5:42,247,278
2021-08-22 5:52,284,290
2021-08-22 6:02,292,262
2021-08-22 6:12,237,293
2021-08-22 6:22,235,265
2021-08-22 6:32,243,262
2021-08-22 6:42,277,278
2021-08-22 6:52,280,279
2021-08-22 7:02,259,276
2021-08-22 7:12,289,265
2021-08-22 7:22,264,283
2021-08-22 7:32,297,275
2021-08-22 7:42,292,288
2021-08-22 7:52,284,287
2021-08-22 8:02,276,288
2021-08-22 8:12,254,269
2021-08-22 8:22,324,262
2021-08-22 8:32,258,295
2021-08-22 8:42,253,272
2021-08-22 8:52,285,282
2021-08-22 9:02,247,259
2021-08-22 9:12,289,265
2021-08-22 9:22,277,266
2021-08-22 9:32,259,272
2021-08-22 9:42,281,276
2021-08-22 9:52,267,272
2021-08-22 10:02,280,293
2021-08-22 10:12,240,286
2021-08-22 10:22,85,257
2021-08-22 10:32,121,118
2021-08-22 10:42,124,112
2021-08-22 10:52,81,113
2021-08-22 11:02,129,103
2021-08-22 11:12,106,122
2021-08-22 11:22,182,124
2021-08-22 11:32,121,167
2021-08-22 11:42,266,187
2021-08-22 11:52,186,241
2021-08-22 12:02,143,172
2021-08-22 12:12,189,170
2021-08-22 12:22,198,180
2021-08-22 12:32,198,190
2021-08-22 12:42,167,189
2021-08-22 12:52,178,186
2021-08-22 13:02,191,187
2021-08-22 13:12,160,198
2021-08-22 13:22,200,184
2021-08-22 13:32,243,180
2021-08-22 13:42,225,178
2021-08-22 13:52,239,270
2021-08-22 14:02,271,233
2021-08-22 14:12,242,256
2021-08-22 14:22,257,246
2021-08-22 14:32,212,267
2021-08-22 14:42,264,260
2021-08-22 14:52,268,275
2021-08-22 15:02,233,268
2021-08-22 15:12,292,266
2021-08-22 15:22,252,271
2021-08-22 15:32,272,257
2021-08-22 15:42,38,244
2021-08-22 15:52,285,253
2021-08-22 16:02,286,259
2021-08-22 16:12,230,244
2021-08-22 16:22,230,230
2021-08-22 16:32,243,242
2021-08-22 16:42,288,237
2021-08-22 16:52,301,279
2021-08-22 17:02,252,297
2021-08-22 17:12,252,286
2021-08-22 17:22,315,256
2021-08-22 17:32,252,269
2021-08-22 17:42,244,248
2021-08-22 17:52,262,252
2021-08-22 18:02,304,256
2021-08-22 18:12,305,281
2021-08-22 18:22,270,279
2021-08-22 18:32,70,285
2021-08-22 18:42,251,39
2021-08-22 18:52,245,209
2021-08-22 19:02,0,251
2021-08-22 19:12,43,291
2021-08-22 19:22,328,29
2021-08-22 19:32,242,323
2021-08-22 19:42,236,247
2021-08-22 19:52,248,243
2021-08-22 20:02,254,252
2021-08-22 20:12,258,249
2021-08-22 20:22,243,250
2021-08-22 20:32,215,237
2021-08-22 20:42,200,248
2021-08-22 20:52,226,226
2021-08-22 21:02,257,239
2021-08-22 21:12,207,241
2021-08-22 21:22,154,219
2021-08-22 21:32,238,231
2021-08-22 21:42,213,231
2021-08-22 21:52,235,226
2021-08-22 22:02,273,244
2021-08-22 22:12,255,251
2021-08-22 22:22,272,260
2021-08-22 22:32,254,264
2021-08-22 22:42,293,271
2021-08-22 22:52,291,286
2021-08-22 23:02,294,289
2021-08-22 23:12,305,293
2021-08-22 23:22,284,300
2021-08-22 23:32,326.3,296
2021-08-22 23:42,299,315
2021-08-22 23:52,266,300
2021-08-23 0:02,284,287
2021-08-23 0:12,288,284
2021-08-23 0:22,285,287
2021-08-23 0:32,286,277
2021-08-23 0:42,265.3,288
2021-08-23 0:52,289.5,280
2021-08-23 1:02,263,293
2021-08-23 1:12,266.4,278
2021-08-23 1:22,293,267
2021-08-23 1:32,264,277
2021-08-23 1:42,270.3,269
2021-08-23 1:52,264.9,267
2021-08-23 2:02,286,283
2021-08-23 2:12,268,318
2021-08-23 2:22,256.3,263
2021-08-23 2:32,297,260
2021-08-23 2:42,265,285
2021-08-23 2:52,278.9,264
2021-08-23 3:02,261,266
2021-08-23 3:12,288,264
2021-08-23 3:22,271.1,272
2021-08-23 3:32,259.5,269
2021-08-23 3:42,250,260
2021-08-23 3:52,263.5,267
2021-08-23 4:02,259.8,261
2021-08-23 4:12,260.5,258
2021-08-23 4:22,253,255
2021-08-23 4:32,257,253
2021-08-23 4:42,263.9,255
2021-08-23 4:52,254,257
2021-08-23 5:02,258,251
2021-08-23 5:12,258,259
2021-08-23 5:22,244.9,257
2021-08-23 5:32,244.3,250
2021-08-23 5:42,261,249
2021-08-23 5:52,268,256
2021-08-23 6:02,262,262
2021-08-23 6:12,276.3,272
2021-08-23 6:22,261,274
2021-08-23 6:32,249.3,264
2021-08-23 6:42,251,256
2021-08-23 6:52,250,254
2021-08-23 7:02,267,258
2021-08-23 7:12,270,266
2021-08-23 7:22,282.2,269
2021-08-23 7:32,273,280
2021-08-23 7:42,252.6,277
2021-08-23 7:52,245.9,252
2021-08-23 8:02,272.8,250
2021-08-23 8:12,249,269
2021-08-23 8:22,268.3,257
2021-08-23 8:32,247.1,262
2021-08-23 8:42,256.1,252
2021-08-23 8:52,242.6,262
2021-08-23 9:02,242.5,250
2021-08-23 9:12,249.9,244
2021-08-23 9:22,245,243
2021-08-23 9:32,247.7,250
2021-08-23 9:42,251.9,249
2021-08-23 9:52,247.9,251
2021-08-23 10:02,292.8,247
2021-08-23 10:12,243,273
2021-08-23 10:22,248,248
2021-08-23 10:32,275,250
2021-08-23 10:42,259.9,270
2021-08-23 10:52,259,256
2021-08-23 11:02,295.6,268
2021-08-23 11:12,257.9,281
2021-08-23 11:22,264.5,264
2021-08-23 11:32,256.7,253
2021-08-23 11:42,291.3,246
2021-08-23 11:52,244.8,268
2021-08-23 12:02,253.3,261
2021-08-23 12:12,285.9,263
2021-08-23 12:22,267.8,275
2021-08-23 12:32,239.4,259
2021-08-23 12:42,246,252
2021-08-23 12:52,276.1,260
2021-08-23 13:02,254.1,269
2021-08-23 13:12,260.1,263
2021-08-23 13:22,251.7,254
2021-08-23 13:32,258.9,251
2021-08-23 13:42,292,253
2021-08-23 13:52,242,285
2021-08-23 14:02,246,255
2021-08-23 14:12,267.1,258
2021-08-23 14:22,272.3,276
2021-08-23 14:32,299.8,279
2021-08-23 14:42,243.9,272
2021-08-23 14:52,246,255
2021-08-23 15:02,243.8,252
2021-08-23 15:12,227.2,258
2021-08-23 15:22,295.9,266
2021-08-23 15:32,297,268
2021-08-23 15:42,254,280
2021-08-23 15:52,257.9,252
2021-08-23 16:02,270.5,257
2021-08-23 16:12,259,279
2021-08-23 16:22,243.9,265
